Year,Series,øki,kyn,aldur,Units,GeoCode,Value
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 25 - 54,%,4400,2.8
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 25 - 54,%,4400,3.5
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 25 - 54,%,4400,4.0
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 25 - 54,%,4400,3.3
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 25 - 54,%,4400,2.5
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 25 - 54,%,4400,3.0
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 25 - 54,%,4400,3.1
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 25 - 54,%,4400,2.4
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 25 - 54,%,4400,3.3
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 25 - 54,%,4400,1.8
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 25 - 54,%,4400,2.2
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 25 - 54,%,4400,3.2
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,4.2
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,3.0
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,3.2
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,4.2
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,3.8
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,3.2
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,2.5
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,2.6
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,2.1
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,3.5
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,2.5
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,3.3
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,3.3
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,1.6
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,1.9
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 55 - 66,%,4400,2.2
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,3.3
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,2.3
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,3.8
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,2.9
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,1.8
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,2.0
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,2.2
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,3.3
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,3.4
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,3.4
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,2.5
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,2.0
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,2.0
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,1.8
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,2.1
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,,Aldur 67 + ,%,4400,2.3
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,4.0
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,3.0
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,4.6
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,5.1
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,3.2
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,3.8
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,4.3
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,3.0
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,2.4
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,2.8
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,2.9
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,3.1
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,3.2
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,2.1
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,2.8
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,,%,4400,2.9
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,5.5
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,5.1
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,7.2
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,7.4
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,4.1
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,5.0
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,7.6
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,3.8
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,2.6
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,2.3
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,2.8
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,3.8
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,4.0
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,2.3
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,3.9
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 0 - 17,%,4400,4.2
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,5.9
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,1.5
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,5.6
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,7.2
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,3.4
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,2.1
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,5.3
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,1.9
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,1.0
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,3.8
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,4.0
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,3.1
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,2.4
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,4.3
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,3.7
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 18 - 24,%,4400,0.7
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,4.1
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,2.6
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,3.0
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,5.1
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,3.0
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,4.4
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,3.7
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,2.9
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,2.1
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,2.8
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,3.1
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,2.5
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,3.2
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,1.8
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,3.0
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 25 - 54,%,4400,3.7
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,1.9
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,1.5
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,2.5
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,2.5
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,3.4
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,2.2
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,0.9
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,1.4
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,1.9
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,2.9
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,1.4
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,3.9
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,3.4
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,2.5
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,2.0
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 55 - 66,%,4400,2.4
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,1.9
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,2.7
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,4.7
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,2.6
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,1.7
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,2.6
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,2.6
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,3.7
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,3.5
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,3.5
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,3.4
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,2.6
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,1.8
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,1.5
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,1.1
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Kvinnur,Aldur 67 + ,%,4400,1.1
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,4.6
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,2.9
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,3.3
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,5.4
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,3.1
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,3.7
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,4.0
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,3.6
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,2.7
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,3.4
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,2.8
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,2.1
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,3.2
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,2.1
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,2.4
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,,%,4400,3.7
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,Aldur 0 - 17,%,4400,5.8
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,Aldur 0 - 17,%,4400,2.6
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,Aldur 0 - 17,%,4400,3.2
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,Aldur 0 - 17,%,4400,8.5
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,Aldur 0 - 17,%,4400,4.2
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,Aldur 0 - 17,%,4400,5.2
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,Aldur 0 - 17,%,4400,5.2
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,Aldur 0 - 17,%,4400,4.6
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,Aldur 0 - 17,%,4400,1.9
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,Aldur 0 - 17,%,4400,3.5
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Vága øki,Menn,Aldur 0 - 17,%,4400,2.3
